Name,SMILES,BoM,Enzyme
PS-15,CC(C)/N=C(N)/N=C(\N)NOCCCOc1cc(Cl)c(Cl)cc1Cl,"<1,6;Cyclization;R1>",CYP2C19
PS-15,CC(C)/N=C(N)/N=C(\N)NOCCCOc1cc(Cl)c(Cl)cc1Cl,"<1,6;Cyclization;R1>",CYP2D6
PS-15,CC(C)/N=C(N)/N=C(\N)NOCCCOc1cc(Cl)c(Cl)cc1Cl,"<1,6;Cyclization;R1>",CYP3A4
Pyrazoloacridine,COc1ccc2[nH]c3c([N+](=O)[O-])ccc4c3c(nn4CCCN(C)C)c2c1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP1A2
Pyrazoloacridine,COc1ccc2[nH]c3c([N+](=O)[O-])ccc4c3c(nn4CCCN(C)C)c2c1,"<14,15;Cleavage;R1><15,H;Oxidation;R1><14,16;Cleavage;R2><16,H;Oxidation;R2>",CYP3A4
Quinoline,c1ccc2ncccc2c1,"<0,9;EpOxidation;R1><6,H;Hydroxylation;R2><4,N;N-Oxidation;R3>",CYP1A2
Quinoline,c1ccc2ncccc2c1,"<0,9;EpOxidation;R1><6,H;Hydroxylation;R2><4,N;N-Oxidation;R3>",CYP2A6
Quinoline,c1ccc2ncccc2c1,"<0,9;EpOxidation;R1>",CYP2B6
Quinoline,c1ccc2ncccc2c1,"<0,9;EpOxidation;R1>",CYP2D6
Quinoline,c1ccc2ncccc2c1,"<0,9;EpOxidation;R1><6,H;Hydroxylation;R2><4,N;N-Oxidation;R3>",CYP2E1
Quinoline,c1ccc2ncccc2c1,"<0,9;EpOxidation;R1><6,H;Hydroxylation;R2><4,N;N-Oxidation;R3><2,H;Hydroxylation;R4>",CYP3A4
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP1A2
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP2A6
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2B6
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP2C9
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP2C19
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP2D6
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP2E1
Rabeprazole-thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,S;S-Oxidation;R2>",CYP3A4
Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,"<17,19;Cleavage;R1><19,H;Oxidation;R1><17,18;Cleavage;R2><18,H;Oxidation;R2>",CYP1A2
Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,"<17,19;Cleavage;R1><19,H;Oxidation;R1><17,18;Cleavage;R2><18,H;Oxidation;R2>",CYP2C19
Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,"<17,19;Cleavage;R1><19,H;Oxidation;R1><17,18;Cleavage;R2><18,H;Oxidation;R2>",CYP2D6
Reduced diclofenac,OCCc1ccccc1Nc1c(Cl)cccc1Cl,"<5,H;Hydroxylation;R1>",CYP1A2
Reduced diclofenac,OCCc1ccccc1Nc1c(Cl)cccc1Cl,"<5,H;Hydroxylation;R1>",CYP2C8
Reduced diclofenac,OCCc1ccccc1Nc1c(Cl)cccc1Cl,"<5,H;Hydroxylation;R1>",CYP2C9
Reduced diclofenac,OCCc1ccccc1Nc1c(Cl)cccc1Cl,"<5,H;Hydroxylation;R1>",CYP2C19
Reduced diclofenac,OCCc1ccccc1Nc1c(Cl)cccc1Cl,"<5,H;Hydroxylation;R1>",CYP2D6
Reduced diclofenac,OCCc1ccccc1Nc1c(Cl)cccc1Cl,"<5,H;Hydroxylation;R1>",CYP3A4
Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,"<0,H;Hydroxylation;R1>",CYP1A2
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"<15,H;Hydroxylation;R1><17,H;Hydroxylation;R2>",CYP1A2
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"<16,H;Hydroxylation;R1>",CYP2B6
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"<16,H;Hydroxylation;R1>",CYP2D6
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,"<2,3;Cleavage;R1><2,H;Oxidation;R1><16,H;Hydroxylation;R2><14,H;Hydroxylation;R3><19,H;Hydroxylation;R4>",CYP3A4
Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><22,H;Hydroxylation;R2><20,H;Hydroxylation;R3>",CYP1A2
Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><22,H;Hydroxylation;R2>",CYP2C8
Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><22,H;Hydroxylation;R2>",CYP2C9
Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><22,H;Hydroxylation;R2>",CYP2D6
Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><22,H;Hydroxylation;R2>",CYP2E1
Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP3A4
Rutaecarpine,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,"<4,H;Hydroxylation;R1><17,H;Hydroxylation;R2><20,H;Hydroxylation;R3><18,H;Hydroxylation;R4>",CYP1A2
Rutaecarpine,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,"<4,H;Hydroxylation;R1><17,H;Hydroxylation;R2><20,H;Hydroxylation;R3><18,H;Hydroxylation;R4><19,H;Hydroxylation;R5>",CYP2C9
Rutaecarpine,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,"<4,H;Hydroxylation;R1><17,H;Hydroxylation;R2><20,H;Hydroxylation;R3><18,H;Hydroxylation;R4>",CYP2D6
Rutaecarpine,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,"<4,H;Hydroxylation;R1><17,H;Hydroxylation;R2><20,H;Hydroxylation;R3><18,H;Hydroxylation;R4><19,H;Hydroxylation;R5>",CYP3A4
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1><2,3;Cleavage;R2><2,H;Oxidation;R2>",CYP1A2
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1><2,3;Cleavage;R2><2,H;Oxidation;R2>",CYP2A6
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1><2,3;Cleavage;R2><2,H;Oxidation;R2>",CYP2B6
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1>",CYP2C9
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1><2,3;Cleavage;R2><2,H;Oxidation;R2>",CYP2C19
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1><2,3;Cleavage;R2><2,H;Oxidation;R2>",CYP2D6
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1>",CYP2E1
Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,"<3,4;Cleavage;R1><4,H;Oxidation;R1><2,3;Cleavage;R2><2,H;Oxidation;R2>",CYP3A4
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP1A2
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2A6
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2B6
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2C8
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2C9
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP2C19
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2D6
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2E1
Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2>",CYP3A4
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP1A2
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP2A6
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP2B6
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP2C8
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP2C9
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP2D6
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP2E1
Styrene,C=Cc1ccccc1,"<0,1;EpOxidation;R1>",CYP3A4
Tacrine,Nc1c2c(nc3ccccc13)CCCC2,"<14,H;Hydroxylation;R1><8,H;Hydroxylation;R2><11,H;Hydroxylation;R3><13,H;Hydroxylation;R4>",CYP1A2
Tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP1A2
Tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2C9
Tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP3A4
Tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP1A2
Tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1>",CYP2D6
Tangeretin,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><12,13;Cleavage;R2><13,H;Oxidation;R2><15,16;Cleavage;R2><16,H;Oxidation;R2>",CYP3A4
Tangeretin-T27,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,"<16,H;Hydroxylation;R1><19,H;Hydroxylation;R2>",CYP1A2
Tangeretin-T27,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,"<16,H;Hydroxylation;R1><19,H;Hydroxylation;R2>",CYP3A4
Tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><11,15;Denitrosation;R3><15,N;N-Oxidation;R3>",CYP1A2
Tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><11,15;Denitrosation;R3><15,N;N-Oxidation;R3>",CYP2C9
Tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><11,15;Denitrosation;R3><15,N;N-Oxidation;R3>",CYP2C19
Tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><11,15;Denitrosation;R3><15,N;N-Oxidation;R3>",CYP2D6
Tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><11,15;Denitrosation;R3><15,N;N-Oxidation;R3>",CYP3A4
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP1A2
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2A6
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2B6
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2C8
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2C9
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2C19
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2D6
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP2E1
Tegafur,O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,"<5,6;Cleavage;R1><6,H;Oxidation;R1>",CYP3A4
Tegaserod,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,"<18,19;Cleavage;R1><19,H;Oxidation;R1>",CYP1A2
Tegaserod,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,"<18,19;Cleavage;R1><19,H;Oxidation;R1>",CYP2D6
Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"<17,18;EpOxidation;R1><14,15;EpOxidation;R2><8,H;Hydroxylation;R3><9,H;Hydroxylation;R4><10,H;Hydroxylation;R5><0,1;Cleavage;R6><0,H;Oxidation;R6><1,11;Cleavage;R7><11,H;Oxidation;R7>",CYP1A2
Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"<8,H;Hydroxylation;R1><9,H;Hydroxylation;R2><10,H;Hydroxylation;R3><0,1;Cleavage;R4><0,H;Oxidation;R4>",CYP2B6
Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"<8,H;Hydroxylation;R1><9,H;Hydroxylation;R2><10,H;Hydroxylation;R3><0,1;Cleavage;R4><0,H;Oxidation;R4><1,11;Cleavage;R5><11,H;Oxidation;R5>",CYP2C8
Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"<17,18;EpOxidation;R1><14,15;EpOxidation;R2><8,H;Hydroxylation;R3><9,H;Hydroxylation;R4><10,H;Hydroxylation;R5><0,1;Cleavage;R6><0,H;Oxidation;R6><1,11;Cleavage;R7><11,H;Oxidation;R7>",CYP2C9
Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"<8,H;Hydroxylation;R1><9,H;Hydroxylation;R2><10,H;Hydroxylation;R3><0,1;Cleavage;R4><0,H;Oxidation;R4><1,11;Cleavage;R5><11,H;Oxidation;R5>",CYP2C19
Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,11;Cleavage;R2><11,H;Oxidation;R2>",CYP3A4
Terbuthylazine,CCNc1nc(Cl)nc(NC(C)(C)C)n1,"<1,H;Hydroxylation;R1><1,2;Cleavage;R1><12,H;Hydroxylation;R2><11,H;Hydroxylation;R3><13,H;Hydroxylation;R4>",CYP1A2
Terbuthylazine,CCNc1nc(Cl)nc(NC(C)(C)C)n1,"<1,H;Hydroxylation;R1><1,2;Cleavage;R1>",CYP3A4
Terbutryne,CCNc1nc(NC(C)(C)C)nc(SC)n1,"<1,H;Hydroxylation;R1><13,S;S-Oxidation;R2><8,H;Hydroxylation;R3><9,H;Hydroxylation;R4><10,H;Hydroxylation;R5>",CYP1A2
Terbutryne,CCNc1nc(NC(C)(C)C)nc(SC)n1,"<1,H;Hydroxylation;R1><13,S;S-Oxidation;R2>",CYP2B6
Terbutryne,CCNc1nc(NC(C)(C)C)nc(SC)n1,"<1,H;Hydroxylation;R1><13,S;S-Oxidation;R2>",CYP3A4
Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"<9,10;Cleavage;R1><10,H;Oxidation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2><6,H;Hydroxylation;R3>",CYP1A2
Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"<9,10;Cleavage;R1><10,H;Oxidation;R1><0,1;Cleavage;R2><0,H;Oxidation;R2><6,H;Hydroxylation;R3>",CYP2D6
Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"<6,H;Hydroxylation;R1>",CYP2E1
Thiabendazole,c1ccc2[nH]c(-c3cscn3)nc2c1,"<0,H;Hydroxylation;R1>",CYP1A2
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1><24,S;S-Oxidation;R2><16,17;Cleavage;R3><17,H;Oxidation;R3>",CYP1A2
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<24,S;S-Oxidation;R1>",CYP2A6
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1><24,S;S-Oxidation;R2>",CYP2B6
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1><24,S;S-Oxidation;R2>",CYP2C9
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1><24,S;S-Oxidation;R2><16,17;Cleavage;R3><17,H;Oxidation;R3>",CYP2C19
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1><24,S;S-Oxidation;R2><16,17;Cleavage;R3><17,H;Oxidation;R3>",CYP2D6
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1>",CYP2E1
Thioridazine,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,"<1,S;S-Oxidation;R1><24,S;S-Oxidation;R2><16,17;Cleavage;R3><17,H;Oxidation;R3>",CYP3A4
Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,"<13,H;Oxidation;R1><13,14;Reduction;R1><14,15;Oxidation;R1><11,15;Reduction;R1>",CYP1A2
Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,"<13,H;Oxidation;R1><13,14;Reduction;R1><14,15;Oxidation;R1><11,15;Reduction;R1>",CYP2C8
Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,"<13,H;Oxidation;R1><13,14;Reduction;R1><14,15;Oxidation;R1><11,15;Reduction;R1>",CYP2C9
Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,"<13,H;Oxidation;R1><13,14;Reduction;R1><14,15;Oxidation;R1><11,15;Reduction;R1>",CYP2C19
Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,"<13,H;Oxidation;R1><13,14;Reduction;R1><14,15;Oxidation;R1><11,15;Reduction;R1>",CYP2D6
Ticlopidine,Clc1ccccc1CN1CCc2sccc2C1,"<13,H;Oxidation;R1><13,14;Reduction;R1><14,15;Oxidation;R1><11,15;Reduction;R1>",CYP3A4
Tolperisone,Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,"<0,H;Hydroxylation;R1>",CYP1A2
Tolperisone,Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,"<0,H;Hydroxylation;R1>",CYP2C19
Tolperisone,Cc1ccc(C(=O)[C@H](C)CN2CCCCC2)cc1,"<0,H;Hydroxylation;R1>",CYP2D6
Toluene,Cc1ccccc1,"<0,H;Hydroxylation;R1><4,H;Hydroxylation;R2><6,H;Hydroxylation;R3><2,H;Hydroxylation;R4>",CYP1A2
Toluene,Cc1ccccc1,"<0,H;Hydroxylation;R1><4,H;Hydroxylation;R2>",CYP2B6
Toluene,Cc1ccccc1,"<0,H;Hydroxylation;R1>",CYP2C8
Toluene,Cc1ccccc1,"<0,H;Hydroxylation;R1><4,H;Hydroxylation;R2>",CYP2E1
Toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><1,3;Cleavage;R3><3,H;Oxidation;R3>",CYP1A2
Toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"<0,1;Cleavage;R1><0,H;Oxidation;R1><1,2;Cleavage;R2><2,H;Oxidation;R2><1,3;Cleavage;R3><3,H;Oxidation;R3>",CYP3A4
trans-Retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"<21,H;Hydroxylation;R1>",CYP1A2
trans-Retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"<21,H;Hydroxylation;R1><0,H;Hydroxylation;R2><1,2;Epoxidation;R3>",CYP2C8
trans-Retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"<21,H;Hydroxylation;R1><0,H;Hydroxylation;R2><1,2;Epoxidation;R3>",CYP2C9
trans-Retinoic acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,"<0,H;Hydroxylation;R1><21,H;Hydroxylation;R2>",CYP3A4
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP1A2
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2A6
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2B6
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2C8
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2C9
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2C19
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2D6
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP2E1
Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,"<8,9;Oxidation;R1><4,30;Cleavage;R1>",CYP3A4
Urporphyrinogen,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,"<14,H;Hydroxylation;R1><29,H;Hydroxylation;R2><44,H;Hydroxylation;R3><59,H;Hydroxylation;R4>",CYP1A2
Urporphyrinogen,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,"<14,H;Hydroxylation;R1><29,H;Hydroxylation;R2><44,H;Hydroxylation;R3><59,H;Hydroxylation;R4>",CYP2E1
Urporphyrinogen,O=C(O)CCc1c2[nH]c(c1CC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)Cc1[nH]c(c(CC(=O)O)c1CCC(=O)O)C2,"<14,H;Hydroxylation;R1><29,H;Hydroxylation;R2><44,H;Hydroxylation;R3><59,H;Hydroxylation;R4>",CYP3A4
Verapamil,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"<7,8;Cleavage;R1><7,H;Oxidation;R1><8,9;Cleavage;R2><9,H;Oxidation;R2>",CYP1A2
